 Label, Destination Port, Flow Duration, Total Fwd Packets, Total Backward Packets, SYN Flag Count, RST Flag Count,FIN Flag Count,Flow Bytes/s, Flow Packets/s, Flow IAT Mean, Down/Up Ratio, Average Packet Size, Packet Length Std,Active Mean,Idle Mean,alert_text,community_id,Technique,Tactics
BENIGN,49198,2,3,0,0,0,0,9000000.0,1500000.0,1.0,0,8.0,0.0,0.0,0.0,"Network flow targeting unknown-port-49198 on port 49198. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 3 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,200,2,2,0,0,0,880000.0,20000.0,66.66666667,1,51.0,17.52712184,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,71901602,2,2,0,0,0,4.492250395,0.055631584,24000000.0,1,90.25,41.39082024,24673.0,71900000.0,"Network flow targeting DNS on port 53. Connection profile: persistent connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: small uniform packets.",3,,None
BENIGN,80,75223078,11,10,0,0,0,12.25687681,0.279169645,3761153.9,0,43.9047619,137.91333,59752.57143,10200000.0,"Network flow targeting HTTP on port 80. Connection profile: persistent connection. Traffic exchange: low packet count, with 11 outbound and 10 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: small variable-size packets.",0,,None
BENIGN,8618,3,1,1,0,0,0,4000000.0,666666.6667,3.0,1,9.0,0.0,0.0,0.0,"Network flow targeting unknown-port-8618 on port 8618. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,17370989,2,2,0,0,0,21.70285181,0.230268985,5790329.667,1,108.25,51.70880002,221233.0,17100000.0,"Network flow targeting DNS on port 53. Connection profile: sustained connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",3,,None
BENIGN,53,525,1,1,0,0,0,310476.1905,3809.52381,525.0,1,107.0,35.21836642,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,443,110047941,22,19,0,0,0,86.9166648,0.372564899,2751198.525,0,233.2926829,396.3952856,51863.09091,9947705.545,"Network flow targeting HTTPS on port 443. Connection profile: persistent connection. Traffic exchange: low packet count, with 22 outbound and 19 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",6,,None
BENIGN,53,30507,1,1,0,0,0,6359.19625,65.55872423,30507.0,1,129.0,38.10511777,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,53,207,2,2,0,0,0,1893719.807,19323.6715,69.0,1,106.5,70.10848736,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,53,164,2,2,0,0,0,1097560.976,24390.2439,54.66666667,1,52.75,15.33623161,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,174,2,2,0,0,0,1172413.793,22988.50575,58.0,1,59.75,17.52712184,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,49323,46,2,0,0,0,0,2695652.174,43478.26087,46.0,0,93.0,0.0,0.0,0.0,"Network flow targeting unknown-port-49323 on port 49323. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,58560,70,1,1,0,0,0,0.0,28571.42857,70.0,1,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-58560 on port 58560. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",5,,None
BENIGN,52993,46,3,0,1,0,0,1652173.913,65217.3913,23.0,0,40.33333333,21.21909517,0.0,0.0,"Network flow targeting unknown-port-52993 on port 52993. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 3 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",9,,None
BENIGN,56365,225,2,0,0,0,0,53333.33333,8888.888889,225.0,0,9.0,0.0,0.0,0.0,"Network flow targeting unknown-port-56365 on port 56365. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",4,,None
BENIGN,443,135063,28,34,0,0,0,472046.3784,459.0450382,2214.147541,1,1028.322581,1201.419725,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: low packet count, with 28 outbound and 34 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: large variable-size packets.",6,,None
BENIGN,49553,20,1,1,0,0,0,600000.0,100000.0,20.0,1,9.0,0.0,0.0,0.0,"Network flow targeting unknown-port-49553 on port 49553. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,80,115960834,18,15,0,0,0,21.16231761,0.284578843,3623776.063,0,74.36363636,199.352356,89505.45455,9980119.0,"Network flow targeting HTTP on port 80. Connection profile: persistent connection. Traffic exchange: low packet count, with 18 outbound and 15 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: small variable-size packets.",0,,None
BENIGN,53,204,2,2,0,0,0,1000000.0,19607.84314,68.0,1,59.75,17.52712184,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,80,116033315,166,231,0,0,0,3696.765881,3.421431164,293013.4217,1,1080.473552,1134.061203,99879.0,9996934.818,"Network flow targeting HTTP on port 80. Connection profile: persistent connection. Traffic exchange: moderate packet count, with 166 outbound and 231 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: large variable-size packets.",0,,None
BENIGN,53,49191,2,2,0,0,0,12116.03749,81.31568783,16397.0,1,157.0,128.1670785,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,53,257691,4,2,0,0,0,1715.232585,23.28370025,51538.2,0,82.66666667,28.78905215,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 4 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,80,115700955,16,14,0,0,0,11.05435992,0.25928913,3989688.103,0,42.63333333,164.0621768,41890.18182,10000000.0,"Network flow targeting HTTP on port 80. Connection profile: persistent connection. Traffic exchange: low packet count, with 16 outbound and 14 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: small variable-size packets.",0,,None
BENIGN,53,31559,2,2,0,0,0,7921.670522,126.7467284,10519.66667,1,71.0,31.22018578,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,210,2,2,0,0,0,2114285.714,19047.61905,70.0,1,122.75,70.10848736,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,53,50685,2,2,0,0,0,3551.346552,78.91881227,16895.0,1,52.75,15.33623161,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,204,2,2,0,0,0,1588235.294,19607.84314,68.0,1,94.0,31.76790834,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,133,2,2,0,0,0,1263157.895,30075.18797,44.33333333,1,50.5,8.76356092,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,61956,56,1,1,0,0,0,0.0,35714.28571,56.0,1,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-61956 on port 61956. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",4,,None
BENIGN,53,134925,1,1,0,0,0,2082.638503,14.82304984,134925.0,1,162.5,111.428602,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,53,23569,1,1,0,0,0,5940.00594,84.85722771,23569.0,1,98.0,16.16580754,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,443,181889,48,107,0,0,0,914255.3975,852.1680805,1181.097403,2,1072.858065,851.2933422,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: moderate packet count, with 48 outbound and 107 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: large variable-size packets.",6,,None
BENIGN,59562,4,2,0,0,0,0,0.0,500000.0,4.0,0,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-59562 on port 59562. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",4,,None
BENIGN,38654,85,1,1,0,0,0,0.0,23529.41176,85.0,1,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-38654 on port 38654. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,123,22212,1,1,0,0,0,4321.988115,90.04141905,22212.0,1,72.0,0.0,0.0,0.0,"Network flow targeting NTP on port 123. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",4,,None
BENIGN,53,50789,2,2,0,0,0,3622.831716,78.75721121,16929.66667,1,54.0,15.33623161,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,10182,36,1,1,0,0,0,333333.3333,55555.55556,36.0,1,9.0,0.0,0.0,0.0,"Network flow targeting unknown-port-10182 on port 10182. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,170188,2,2,0,0,0,1269.184666,23.50341975,56729.33333,1,61.75,25.19523765,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53263,44762,2,1,1,0,0,6389.348108,67.021134,22381.0,0,186.6666667,154.7298721,0.0,0.0,"Network flow targeting unknown-port-53263 on port 53263. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",5,,None
BENIGN,53,275107,1,1,0,0,0,585.226839,7.269898621,275107.0,1,107.0,31.75426481,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,52069,206,2,1,1,0,0,1388349.515,14563.1068,103.0,0,186.6666667,154.7298721,0.0,0.0,"Network flow targeting unknown-port-52069 on port 52069. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",0,,None
BENIGN,80,24058,2,0,0,0,0,0.0,83.13242996,24058.0,0,0.0,0.0,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 0 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,135,2,2,0,0,0,1600000.0,29629.62963,45.0,1,65.5,8.76356092,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,80,38765,1,1,0,0,0,0.0,51.59293177,38765.0,1,0.0,0.0,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,166,2,2,0,0,0,1132530.12,24096.38554,55.33333333,1,56.75,8.76356092,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,53,129150,1,1,0,0,0,1873.790166,15.48586914,129150.0,1,149.5,73.90083446,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",3,,None
BENIGN,80,5910089,3,1,0,0,0,0.0,0.676808759,1970029.667,0,0.0,0.0,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: short-lived connection. Traffic exchange: very low packet count, with 3 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: multi-second inter-arrival gaps. Traffic rate: very low packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",0,,None
BENIGN,53,260,2,2,0,0,0,1115384.615,15384.61538,86.66666667,1,83.5,31.22018578,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,443,63761,6,3,0,0,0,50673.60926,141.1521149,7970.125,0,359.0,837.9894523,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 6 outbound and 3 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",7,,None
BENIGN,443,983109,33,46,0,0,0,65057.89287,80.35731541,12603.96154,1,809.6075949,786.28566,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: low packet count, with 33 outbound and 46 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",6,,None
BENIGN,53,237,2,2,0,0,0,1088607.595,16877.63713,79.0,1,74.75,25.7429602,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate and very high byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,52602,29963,1,1,0,0,1,0.0,66.74899042,29963.0,1,0.0,0.0,0.0,0.0,"Network flow targeting unknown-port-52602 on port 52602. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: connections closed with FIN. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",4,,None
BENIGN,53,23506,1,1,0,0,0,5530.50285,85.08465924,23506.0,1,89.5,18.47520861,0.0,0.0,"Network flow targeting DNS on port 53. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 1 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",3,,None
BENIGN,443,191592,3,1,0,0,0,0.0,20.87769844,63864.0,0,0.0,0.0,0.0,0.0,"Network flow targeting HTTPS on port 443. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 3 outbound and 1 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: rapid inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",7,,None
BENIGN,80,47588,3,4,0,0,0,27590.98933,147.0959065,7931.333333,1,187.5714286,319.0586321,0.0,0.0,"Network flow targeting HTTP on port 80. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 3 outbound and 4 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: moderate-size packets.",0,,None
BENIGN,61232,48,2,2,0,0,1,333333.3333,83333.33333,16.0,1,5.5,2.19089023,0.0,0.0,"Network flow targeting unknown-port-61232 on port 61232. Connection profile: sub-second connection. Traffic exchange: very low packet count, with 2 outbound and 2 inbound packets. TCP behavior: connections closed with FIN. Timing pattern: sub-10ms inter-arrival timing. Traffic rate: very high packet rate with low byte volume. Directionality: roughly balanced bidirectional traffic. Session rhythm: alternating active and idle periods. Payload characteristics: small uniform packets.",5,,None
BENIGN,445,11892945,32,28,0,0,0,1054.238458,5.045007776,201575.339,0,208.9666667,442.4992495,281557.0,11600000.0,"Network flow targeting SMB on port 445. Connection profile: sustained connection. Traffic exchange: low packet count, with 32 outbound and 28 inbound packets. TCP behavior: mixed TCP control flags. Timing pattern: sub-second inter-arrival timing. Traffic rate: moderate packet and byte rate. Directionality: strongly outbound-dominant traffic. Session rhythm: mostly idle with short active bursts. Payload characteristics: moderate-size packets.",18,,None
